Date,Symbol,Score,Close_Price
2024-11-02,A,0.001361143817548029,136.87
2024-11-02,AA,0.002772134208996671,40.57
2024-11-02,AAL,0.001891694795438617,13.54
2024-11-02,AAP,0.0023062515142166346,36.25
2024-11-02,AAPL,0.006246131631028786,222.91
2024-11-02,ABBV,0.0044788705220883416,203.55
2024-11-02,ABCL,0.004709013246494386,2.73
2024-11-02,ABEV,0.0007339004943663158,2.15
2024-11-02,ABM,0.0052581732777425075,53.09
2024-11-02,ABNB,0.006713667573272725,136.46
2024-11-02,ABR,0.005211627639535643,14.84
2024-11-02,ABT,0.006469044381793191,118.6
2024-11-02,ACAD,0.0036195836012429803,14.81
2024-11-02,ACGL,0.0011124566781211553,96.02
2024-11-02,ACHR,0.003726711188631634,3.28
2024-11-02,ACI,0.0016787568456452682,18.66
2024-11-02,ACMR,0.00291779020271935,18.55
2024-11-02,ACN,0.0056947214757103225,345.67
2024-11-02,ACVA,0.006270927485488755,17.04
2024-11-02,ADBE,0.006573368618952662,482.8
2024-11-02,ADI,0.005240882293443348,225.48
2024-11-02,ADM,0.0008976198670986169,54.64
2024-11-02,ADNT,0.001805540588906946,19.82
2024-11-02,ADP,0.005049012242858063,288.18
2024-11-02,ADSK,-0.000447560699384549,286.57
2024-11-02,ADT,0.0015297574088038504,7.25
2024-11-02,AEE,0.0020779112339004476,85.88
2024-11-02,AEG,0.0017844405091367744,6.32
2024-11-02,AEM,0.00163783373782487,85.8
2024-11-02,AEO,0.0038099955140284813,19.46
2024-11-02,AEP,0.0008474626660355142,97.25
2024-11-02,AER,0.002616214192776191,94.31
2024-11-02,AES,0.0009685244961880349,14.71
2024-11-02,AESI,0.0019222323428658352,19.16
2024-11-02,AFL,0.0009306248706449131,104.71
2024-11-02,AFRM,0.00212413485650549,43.22
2024-11-02,AG,0.004791516297108431,7.18
2024-11-02,AGCO,0.0008338213882677414,99.39
2024-11-02,AGI,0.002695818985418163,20.11
2024-11-02,AGIO,0.005035516409230247,44.87
2024-11-02,AGL,0.0037868144821237627,2.7
2024-11-02,AGNC,0.001001697838699884,9.31
2024-11-02,AHCO,0.004448370368090104,10.5
2024-11-02,AHR,0.0029204826860991895,26.17
2024-11-02,AI,0.0030644638057045702,25.03
2024-11-02,AIG,0.0007889693632437313,75.72
2024-11-02,AJG,0.006250809783819782,280.4
2024-11-02,AKAM,0.005051343104441386,100.57
2024-11-02,AKR,0.0039304462762937585,24.2
2024-11-02,AKRO,0.0033318937174542616,32.33
2024-11-02,ALAB,0.0025771839542326528,72.65
2024-11-02,ALB,0.0037167167536047764,98.24
2024-11-02,ALGM,0.004974511899958132,21.1
2024-11-02,ALGN,0.0016558704975778535,208.58
2024-11-02,ALHC,0.004382443204964319,12.95
2024-11-02,ALIT,0.002898438399667301,6.8
2024-11-02,ALK,0.004252983571571098,49.23
2024-11-02,ALKS,0.00224340317899596,26.47
2024-11-02,ALL,0.0007979701345026796,184.15
2024-11-02,ALLY,0.004527990532102775,34.57
2024-11-02,ALTM,0.006155107485055491,5.44
2024-11-02,ALTR,0.0005971041372460987,104.0
2024-11-02,ALV,0.002682482482266092,95.17
2024-11-02,AM,0.0035947941206727796,14.38
2024-11-02,AMAT,0.007093312642214363,183.38
2024-11-02,AMBP,0.0012694688040981673,3.64
2024-11-02,AMCR,0.0024582490631246457,10.26
2024-11-02,AMD,0.007506058946654851,141.86
2024-11-02,AME,0.0009222593941813044,178.43
2024-11-02,AMGN,0.005025059577782058,319.22
2024-11-02,AMH,0.0036779471792856293,35.02
2024-11-02,AMKR,0.002179789788879579,26.0
2024-11-02,AMT,0.006963348891039979,211.26
2024-11-02,AMX,0.005277917460205267,15.61
2024-11-02,AMZN,0.0064716419010772165,197.93
2024-11-02,ANET,0.005743530742483904,394.17
2024-11-02,ANF,0.003882553906139508,131.79
2024-11-02,AON,0.0054375426807206145,364.42
2024-11-02,APA,0.0007904432420501313,23.09
2024-11-02,APD,0.007241688051350576,309.21
2024-11-02,APG,0.002101704050432792,35.34
2024-11-02,APH,0.006463339501113968,67.86
2024-11-02,APO,0.006594164288616803,141.0
2024-11-02,APP,0.00344303807757571,163.53
2024-11-02,APTV,0.000908878569412692,56.37
2024-11-02,AQN,0.0032090438191041764,4.76
2024-11-02,AR,0.0013318744842355356,25.54
2024-11-02,ARCC,0.0010865130835180936,21.0
2024-11-02,ARCO,0.0037721972984838237,8.48
2024-11-02,ARDX,0.004228343232666992,6.09
2024-11-02,ARE,0.0010247270931759208,110.86
2024-11-02,ARES,0.007006613059802764,161.87
2024-11-02,ARM,0.00603813367883937,141.48
2024-11-02,ARMK,0.0034090025448752594,38.21
2024-11-02,AS,0.002007442740123913,17.82
2024-11-02,ASML,0.007264583343060582,674.73
2024-11-02,ASX,0.0037276908641161476,9.88
2024-11-02,ATI,0.0018595029559663485,53.42
2024-11-02,ATMU,0.002662857933937869,39.0
2024-11-02,ATO,0.0015031743585991692,138.4
2024-11-02,ATRC,0.0036574069172669644,33.51
2024-11-02,ATUS,0.00515051278534128,2.64
2024-11-02,AU,0.0019885200111473085,27.29
2024-11-02,AUPH,0.008106919423422163,7.32
2024-11-02,AUTL,0.002895630239354527,3.5
2024-11-02,AVDL,0.005157444770744539,15.05
2024-11-02,AVDX,0.002930181445593243,8.31
2024-11-02,AVGO,0.0069013186966062935,168.92
2024-11-02,AVPT,0.004507822532893943,12.38
2024-11-02,AVTR,0.0017992678906134237,22.31
2024-11-02,AWK,0.0002698496928648626,136.0
2024-11-02,AXL,0.00382329756481645,5.76
2024-11-02,AXP,0.00967579734181215,272.69
2024-11-02,AXSM,0.0030907943012284333,88.84
2024-11-02,AXTA,9.088621195780165e-05,37.98
2024-11-02,AY,0.005631202672349816,22.08
2024-11-02,AZEK,0.0010779033918428575,44.16
2024-11-02,AZN,0.004792577863818071,71.42
2024-11-02,BA,0.005570858777354627,149.31
2024-11-02,BABA,0.009153845471829703,97.58
2024-11-02,BAC,0.006333221467235803,41.76
2024-11-02,BALL,-1.3370090664356266e-05,59.01
2024-11-02,BAM,0.0012235629431244677,53.19
2024-11-02,BANC,0.0033413079783164937,15.3
2024-11-02,BAX,0.0015182637499169956,35.87
2024-11-02,BB,0.0030764736764820042,2.26
2024-11-02,BBIO,0.003581629042504852,25.48
2024-11-02,BBVA,0.005541854848377069,10.09
2024-11-02,BBWI,0.003220502109230317,28.92
2024-11-02,BBY,-0.0001477218945141603,90.9
2024-11-02,BCE,-1.4219862275693693e-05,32.1
2024-11-02,BCRX,0.004534201793529895,8.43
2024-11-02,BCS,0.00024064675379876173,12.53
2024-11-02,BDX,0.00395243301935696,235.24
2024-11-02,BE,0.006580575613999454,9.94
2024-11-02,BEAM,0.0020934042194034035,22.93
2024-11-02,BEKE,0.0030477924713663133,22.09
2024-11-02,BERY,0.0011252093423336593,70.58
2024-11-02,BF.B,0.0008493291341222189,44.03
2024-11-02,BFH,0.0032845086057734572,50.75
2024-11-02,BG,0.0013487169571676832,82.62
2024-11-02,BHC,0.0036156173141850705,9.2
2024-11-02,BHP,0.006984037760072999,55.94
2024-11-02,BHVN,0.0015989896249664142,50.88
2024-11-02,BIDU,0.0009409397134583193,90.02
2024-11-02,BIIB,0.0014330048040137415,174.0
2024-11-02,BILI,0.0025109257489150266,21.9
2024-11-02,BILL,0.002366575434080713,58.26
2024-11-02,BIRK,-3.7060474248499054e-05,45.84
2024-11-02,BITF,0.007293599682546962,1.86
2024-11-02,BJ,0.0039029905613121884,85.64
2024-11-02,BK,0.0003801402775539973,75.31
2024-11-02,BKR,0.0012300349402190995,37.85
2024-11-02,BL,0.0036323642211910103,55.51
2024-11-02,BLDR,0.001239666204671997,172.02
2024-11-02,BLMN,0.004774499918759911,16.25
2024-11-02,BMBL,0.004110211492724207,7.31
2024-11-02,BMRN,0.0028154182100906234,66.6
2024-11-02,BMY,0.004041708607388065,54.32
2024-11-02,BN,0.006859707109295452,53.14
2024-11-02,BNL,0.003053326131549745,17.46
2024-11-02,BORR,0.0023699225954160546,4.08
2024-11-02,BOX,0.0035652060119189337,31.92
2024-11-02,BP,0.005965244143268957,29.23
2024-11-02,BRBR,0.002416474017199999,66.69
2024-11-02,BRCC,0.00544747191356526,3.14
2024-11-02,BRFS,0.0037675753934996252,4.41
2024-11-02,BRK.B,0.005087600156140299,450.92
2024-11-02,BRKR,0.0018432374280027192,59.29
2024-11-02,BRO,0.0005396058583223567,104.17
2024-11-02,BROS,0.0059081979073459185,33.4
2024-11-02,BRX,0.004160054805677054,27.1
2024-11-02,BRZE,0.005134464487631549,31.67
2024-11-02,BSX,0.005214688454956203,83.62
2024-11-02,BSY,0.001706136010057891,48.41
2024-11-02,BTDR,0.006514745804832929,7.83
2024-11-02,BTE,0.004092182383428205,2.92
2024-11-02,BTG,0.005479213969038915,3.29
2024-11-02,BUD,0.0059680914997172875,59.3
2024-11-02,BURL,0.0014440452149953205,242.7
2024-11-02,BVN,0.004644257515559952,12.64
2024-11-02,BWA,0.00021175765373376647,33.44
2024-11-02,BX,0.007939105558831767,168.14
2024-11-02,BXMT,0.002513247085922391,18.25
2024-11-02,BXP,0.0016017107079110279,79.16
2024-11-02,BXSL,0.0037954854188523754,30.59
2024-11-02,BYD,0.003653355866283754,68.66
2024-11-02,BZ,0.0036435487609530726,14.66
2024-11-02,C,0.005875887589062529,63.71
2024-11-02,CADE,0.002082747127546441,33.06
2024-11-02,CAE,0.002609126923001528,17.95
2024-11-02,CAG,0.003320729152477489,28.97
2024-11-02,CAH,0.0010593511892704715,116.13
2024-11-02,CAKE,0.003456416959978456,45.82
2024-11-02,CARG,0.005231015597706942,31.15
2024-11-02,CARR,0.007106562133750146,72.59
2024-11-02,CART,0.0023478024741795758,44.775
2024-11-02,CAT,0.00629826385419538,379.63
2024-11-02,CAVA,0.004221455481836213,131.53
2024-11-02,CB,0.00673092517649284,277.41
2024-11-02,CBRE,0.0008296275348656036,130.18
2024-11-02,CC,0.004803169285127584,17.82
2024-11-02,CCCS,0.002741107887161925,10.47
2024-11-02,CCEP,0.001768554947999623,75.6
2024-11-02,CCI,0.0003525907182304619,106.58
2024-11-02,CCJ,0.002098770805595319,52.22
2024-11-02,CCK,0.00258887362814359,93.76
2024-11-02,CCL,0.0015212581630170263,21.9
2024-11-02,CDNS,0.006693347789160679,282.09
2024-11-02,CDW,0.0013039880608099134,188.38
2024-11-02,CE,0.0012583206066728101,124.81
2024-11-02,CEG,0.007575937120725748,258.1
2024-11-02,CELH,0.0014347033645180302,30.08
2024-11-02,CERT,0.0024344090612300356,10.25
2024-11-02,CF,0.0013703919170841873,84.06
2024-11-02,CFG,0.0021289403420685815,41.82
2024-11-02,CFLT,0.0040749424298694185,26.22
2024-11-02,CG,0.0014816243861563785,49.92
2024-11-02,CGEM,0.003641172988154704,15.78
2024-11-02,CGNX,0.0025491606011453405,40.41
2024-11-02,CHD,0.0020951752694550064,104.75
2024-11-02,CHRD,0.002770879856847529,123.8
2024-11-02,CHRW,0.0023381312441197034,101.82
2024-11-02,CHTR,0.00692575400788563,366.49
2024-11-02,CHWY,0.0061805976869219416,27.12
2024-11-02,CHX,0.0013760887394603301,27.95
2024-11-02,CI,0.005097170995545638,316.49
2024-11-02,CIEN,0.004770479207517386,63.97
2024-11-02,CIFR,0.007915501877790818,5.25
2024-11-02,CIG,0.0025077547744949253,1.9
2024-11-02,CIVI,0.0031382943697279586,48.31
2024-11-02,CL,0.005266775893972238,93.33
2024-11-02,CLBT,0.0024845723340049183,18.53
2024-11-02,CLF,0.0034826191661920802,13.27
2024-11-02,CLS,0.0032695300465252087,70.22
